id	formattedAddress	zipCode	county	latitude	longitude	propertyType	bedrooms	bathrooms	squareFootage	lotSize	yearBuilt	hoaFee	status	price	price_per_sqft	listedDate	removedDate	lastSeenDate	daysOnMarket	builderName	subdivision	mlsName	roomCount	floorCount	garage	garageSpaces	pool	fireplace	cooling	coolingType	heating	heatingType	exteriorType	foundationType	architectureType	pulled_at
11352-Santa-Barbara-Dr,-El-Paso,-TX-79927	11352 Santa Barbara Dr, El Paso, TX 79927	79927	El Paso	31.623257	-106.277667	Single Family	4	3	1677	6098	2022		Active	260000	155.04	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.110Z	29			Elpaso														8/12/2026
6325-Westwind-Dr,-El-Paso,-TX-79912	6325 Westwind Dr, El Paso, TX 79912	79912	El Paso	31.839656	-106.532676	Single Family	4	1	2396	10019	1963		Active	399000	166.53	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.109Z	29			Elpaso														8/12/2026
PN-356564-Boxbough-Rd,-El-Paso,-TX-79928	PN-356564 Boxbough Rd, El Paso, TX 79928	79928	El Paso	31.644625	-106.163136	Land				10019			Active	11000		2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.108Z	29			Elpaso														8/12/2026
PN-405761-Snow-St,-El-Paso,-TX-79928	PN-405761 Snow St, El Paso, TX 79928	79928	El Paso	31.714304	-106.192933	Land				10890			Active	20000		2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.107Z	29			Elpaso														8/12/2026
PN-83298-Vanceboro-Dr,-El-Paso,-TX-79928	PN-83298 Vanceboro Dr, El Paso, TX 79928	79928	El Paso	31.734245	-106.212091	Land				11326			Active	25000		2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.107Z	29			Elpaso														8/12/2026
1812-Kelsey-Davis-Ave,-El-Paso,-TX-79928	1812 Kelsey Davis Ave, El Paso, TX 79928	79928	El Paso	31.743766	-106.249018	Single Family	4	2.5	1998	5663	2027		Active	339950	170.15	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.106Z	29			Elpaso														8/12/2026
12157-Saint-Lucia-Dr,-El-Paso,-TX-79936	12157 Saint Lucia Dr, El Paso, TX 79936	79936	El Paso	31.744853	-106.274311	Single Family	3	2.5	2127	6970	2004		Active	260000	122.24	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.105Z	29			Elpaso														8/12/2026
50998-Purple-Mat-Ave,-El-Paso,-TX-79934	50998 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.953742	-106.413197	Single Family	4	1.5	1750	5663	2026	29	Active	329950	188.54	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.104Z	29			Elpaso														8/12/2026
50982-Purple-Mat-Ave,-El-Paso,-TX-79934	50982 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.953742	-106.413197	Single Family	4	1.5	1750	5663	2026	29	Active	329950	188.54	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.103Z	29			Elpaso														8/12/2026
11808-Jenwood-Pl,-El-Paso,-TX-79934	11808 Jenwood Pl, El Paso, TX 79934	79934	El Paso	31.954812	-106.414448	Single Family	4	1.5	1750	6534	2026	29	Active	329950	188.54	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.102Z	29			Elpaso														8/12/2026
50990-Desert-Calico-Ave,-El-Paso,-TX-79934	50990 Desert Calico Ave, El Paso, TX 79934	79934	El Paso	31.954469	-106.413214	Single Family	4	1.5	1750	5663	2026	29	Active	329950	188.54	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.102Z	29			Elpaso														8/12/2026
50989-Purple-Mat-Ave,-El-Paso,-TX-79934	50989 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.954153	-106.413205	Single Family	4	1.5	1750	5663	2026	29	Active	329950	188.54	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.101Z	29			Elpaso														8/12/2026
50994-Purple-Mat-Ave,-El-Paso,-TX-79934	50994 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.953742	-106.413197	Single Family	3	1.5	1674	6098	2026	29	Active	329950	197.1	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.100Z	29			Elpaso														8/12/2026
11158-Blue-Eyed-Grass-St,-El-Paso,-TX-79934	11158 Blue Eyed Grass St, El Paso, TX 79934	79934	El Paso	31.95515	-106.409415	Single Family	3	1.5	1697	6098	2026	29	Active	329950	194.43	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.100Z	29			Elpaso														8/12/2026
50978-Purple-Mat-Ave,-El-Paso,-TX-79934	50978 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.953742	-106.413197	Single Family	3	1.5	1674	6098	2026	29	Active	329950	197.1	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.099Z	29			Elpaso														8/12/2026
50994-Desert-Calico-Ave,-El-Paso,-TX-79934	50994 Desert Calico Ave, El Paso, TX 79934	79934	El Paso	31.954469	-106.413214	Single Family	3	1.5	1697	6098	2026	29	Active	329950	194.43	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.098Z	29			Elpaso														8/12/2026
1754-Sidesaddle-Dr,-El-Paso,-TX-79911	1754 Sidesaddle Dr, El Paso, TX 79911	79911	El Paso	31.892914	-106.569284	Single Family	4	3	2118	9583	2019	21	Active	504000	237.96	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.091Z	28			Elpaso														8/12/2026
7029-Copper-Town-Dr,-El-Paso,-TX-79934	7029 Copper Town Dr, El Paso, TX 79934	79934	El Paso	31.960611	-106.372376	Single Family	3	2.5	1447	4792	2012		Active	245000	169.32	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.090Z	28			Elpaso														8/12/2026
1786-Kayla-Bree-St,-El-Paso,-TX-79928	1786 Kayla Bree St, El Paso, TX 79928	79928	El Paso	31.748516	-106.253218	Single Family	4	1.5	2137	5663	2023		Active	379900	177.77	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.089Z	29			Elpaso														8/12/2026
935-Via-Linda-Ct,-El-Paso,-TX-79912	935 Via Linda Ct, El Paso, TX 79912	79912	El Paso	31.864659	-106.521113	Single Family	6	4	3570	7405	2005		Active	609000	170.59	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.089Z	28			Elpaso														8/12/2026
50985-Purple-Mat-Ave,-El-Paso,-TX-79934	50985 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.954153	-106.413205	Single Family	3	1.5	1687	5663	2026	29	Active	329950	195.58	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.087Z	29			Elpaso														8/12/2026
2309-Enchanted-Quail-Pl,-El-Paso,-TX-79911	2309 Enchanted Quail Pl, El Paso, TX 79911	79911	El Paso	31.923099	-106.578967	Single Family	5	3.5	3307	6970	2023		Active	525000	158.75	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.085Z	28			Elpaso														8/12/2026
3132-Hickman-St,-El-Paso,-TX-79936	3132 Hickman St, El Paso, TX 79936	79936	El Paso	31.785649	-106.310791	Single Family	3	2	1814	7841	1986		Active	292478	161.23	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.084Z	29			NTREIS														8/12/2026
14620-Tierra-Spring-Ave,-El-Paso,-TX-79938	14620 Tierra Spring Ave, El Paso, TX 79938	79938	El Paso	31.772745	-106.210144	Single Family	4	2.5	2739	8712	2027		Active	627500	229.1	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.084Z	29			Elpaso														8/12/2026
11804-Jenwood-Pl,-El-Paso,-TX-79934	11804 Jenwood Pl, El Paso, TX 79934	79934	El Paso	31.954812	-106.414448	Single Family	3	1.5	1674	6534	2026	29	Active	329950	197.1	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.083Z	29			Elpaso														8/12/2026
14629-Tierra-Spring-Ave,-El-Paso,-TX-79938	14629 Tierra Spring Ave, El Paso, TX 79938	79938	El Paso	31.773203	-106.209687	Single Family	4	2.5	2739	8712	2027		Active	627500	229.1	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.082Z	29			Elpaso														8/12/2026
14228-Star-Cactus-Ave,-El-Paso,-TX-79928	14228 Star Cactus Ave, El Paso, TX 79928	79928	El Paso	31.6518439	-106.1900736	Single Family	3	2	1067				Active	218800	205.06	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.081Z	28	View Homes - El Paso	Rancho Desierto Bello															8/12/2026
50974-Purple-Mat-Ave,-El-Paso,-TX-79934	50974 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.953742	-106.413197	Single Family	3	1.5	1687	5663	2026	29	Active	329950	195.58	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.080Z	29			Elpaso														8/12/2026
12360-Stansbury-Dr,-El-Paso,-TX-79928	12360 Stansbury Dr, El Paso, TX 79928	79928	El Paso	31.710897	-106.256769	Single Family	4	1	2362	6534	2017		Active	389500	164.9	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.079Z	27			Elpaso														8/12/2026
1281-Desert-Night-St,-El-Paso,-TX-79912	1281 Desert Night St, El Paso, TX 79912	79912	El Paso	31.875416	-106.522651	Single Family	4	1	3270	6970	2025		Active	1099000	336.09	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.061Z	27			Elpaso														8/12/2026
466-Southshore-Pl,-El-Paso,-TX-79928	466 Southshore Pl, El Paso, TX 79928	79928	El Paso	31.696084	-106.229915	Single Family	3	2	1744	6098	2009		Active	254999	146.22	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.060Z	27			Elpaso														8/12/2026
12064-Castle-Keep-Cir,-El-Paso,-TX-79936	12064 Castle Keep Cir, El Paso, TX 79936	79936	El Paso	31.778922	-106.276021	Single Family	4	2	1553	4792	1997		Active	248900	160.27	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.059Z	28			Elpaso														8/12/2026
11531-Meadowbrook-Dr,-El-Paso,-TX-79936	11531 Meadowbrook Dr, El Paso, TX 79936	79936	El Paso	31.753444	-106.298549	Single Family	3	2	1350	6534	1980		Active	235000	174.07	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.057Z	28			Elpaso														8/12/2026
11812-Jenwood-Pl,-El-Paso,-TX-79934	11812 Jenwood Pl, El Paso, TX 79934	79934	El Paso	31.954812	-106.414448	Single Family	4	1.5	1707	7841	2026	29	Active	332950	195.05	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.055Z	28			Elpaso														8/12/2026
50986-Desert-Calico-Ave,-El-Paso,-TX-79934	50986 Desert Calico Ave, El Paso, TX 79934	79934	El Paso	31.954469	-106.413214	Single Family	3	1.5	1687	5663	2026	29	Active	329950	195.58	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.054Z	29			Elpaso														8/12/2026
50990-Purple-Mat-Ave,-El-Paso,-TX-79934	50990 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.953742	-106.413197	Single Family	4	1.5	1707	7841	2026	29	Active	329950	193.29	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.053Z	28			Elpaso														8/12/2026
50970-Purple-Mat-Ave,-El-Paso,-TX-79934	50970 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.953742	-106.413197	Single Family	3	1.5	1719	7841	2026	29	Active	329950	191.94	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.053Z	28			Elpaso														8/12/2026
50998-Desert-Calico-Ave,-El-Paso,-TX-79934	50998 Desert Calico Ave, El Paso, TX 79934	79934	El Paso	31.954469	-106.413214	Single Family	3	1.5	1719	7841	2026	29	Active	329950	191.94	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.052Z	28			Elpaso														8/12/2026
5609-Salem-Dr,-El-Paso,-TX-79924	5609 Salem Dr, El Paso, TX 79924	79924	El Paso	31.917628	-106.411328	Single Family	4	2	1576	6970	1968		Active	229000	145.3	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.051Z	27			Elpaso														8/12/2026
15301-Conviction-Ave,-El-Paso,-TX-79938	15301 Conviction Ave, El Paso, TX 79938	79938	El Paso	31.812334	-106.191779	Single Family	5	3.5	2348	6098	2026		Active	384950	163.95	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.050Z	28			Elpaso														8/12/2026
3124-Randall-Joseph-St,-El-Paso,-TX-79938	3124 Randall Joseph St, El Paso, TX 79938	79938	El Paso	31.823345	-106.2422	Single Family	3	2	2000	5227	2018		Active	279900	139.95	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.049Z	27			Elpaso														8/12/2026
6756-Gato-Rd,-El-Paso,-TX-79932	6756 Gato Rd, El Paso, TX 79932	79932	El Paso	31.903718	-106.638737	Single Family	3	3.5	2661	81893	1985		Active	799000	300.26	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.048Z	28			Elpaso														8/12/2026
50997-Purple-Mat-Ave,-El-Paso,-TX-79934	50997 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.954153	-106.413205	Single Family	4	1.5	1707	7841	2026	29	Active	329950	193.29	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.047Z	28			Elpaso														8/12/2026
5452-Santiago-Roque-Dr,-El-Paso,-TX-79934	5452 Santiago Roque Dr, El Paso, TX 79934	79934	El Paso	31.936592	-106.415452	Single Family	4	2	1911	5663	2007		Active	250000	130.82	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.047Z	27			Elpaso														8/12/2026
3877-Object-Pl,-El-Paso,-TX-79938	3877 Object Pl, El Paso, TX 79938	79938	El Paso	31.809078	-106.187828	Single Family	3	2	1575	6098	2026		Active	309500	196.51	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.046Z	28			Elpaso														8/12/2026
11725-Pueblo-Chico-Ct,-El-Paso,-TX-79936	11725 Pueblo Chico Ct, El Paso, TX 79936	79936	El Paso	31.766955	-106.28326	Single Family	4	2.5	2577	7841	2000		Active	410500	159.29	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.045Z	27			Elpaso														8/12/2026
50993-Purple-Mat-Ave,-El-Paso,-TX-79934	50993 Purple Mat Ave, El Paso, TX 79934	79934	El Paso	31.954153	-106.413205	Single Family	3	1.5	1719	7841	2026	29	Active	329950	191.94	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.044Z	28			Elpaso														8/12/2026
5394-Cory-Dr,-El-Paso,-TX-79932	5394 Cory Dr, El Paso, TX 79932	79932	El Paso	31.854437	-106.6158	Single Family	4	1	2098	12632	1980		Active	405000	193.04	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.043Z	28			Elpaso														8/12/2026
2425-Anise-Dr,-El-Paso,-TX-79936	2425 Anise Dr, El Paso, TX 79936	79936	El Paso	31.773766	-106.314927	Single Family	3	2	1815	7841	1977		Active	259000	142.7	2026-07-14T00:00:00.000Z		2026-08-12T07:43:35.042Z	29			Elpaso														8/12/2026
9848-Bomarc-St,-El-Paso,-TX-79924	9848 Bomarc St, El Paso, TX 79924	79924	El Paso	31.894242	-106.4014	Single Family	3	1	903	6970	1963		Active	179000	198.23	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.042Z	28			Elpaso														8/12/2026
14480-Van-Fleet-Rd,-El-Paso,-TX-79938	14480 Van Fleet Rd, El Paso, TX 79938	79938	El Paso	31.856193	-106.179933	Single Family	2	1	1576	21780	1987		Active	175000	111.04	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.041Z	27			Elpaso														8/12/2026
6569-Brisa-Del-Mar-Dr,-El-Paso,-TX-79912	6569 Brisa Del Mar Dr, El Paso, TX 79912	79912	El Paso	31.861358	-106.539205	Single Family	4	2.5	2554	7841	1990		Active	425000	166.41	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.040Z	26			Elpaso														8/12/2026
5733-Arrowhead-Dr,-El-Paso,-TX-79924	5733 Arrowhead Dr, El Paso, TX 79924	79924	El Paso	31.909552	-106.408377	Single Family	3	1.5	1092	6534	1959		Active	179000	163.92	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.039Z	28			Elpaso														8/12/2026
1336-Sunny-Sky-Pl,-El-Paso,-TX-79928	1336 Sunny Sky Pl, El Paso, TX 79928	79928	El Paso	31.731531	-106.254378	Single Family	4	4	2868	5227	2012		Active	309000	107.74	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.039Z	28			Elpaso														8/12/2026
14917-Tierra-Isaiah-Ave,-El-Paso,-TX-79938	14917 Tierra Isaiah Ave, El Paso, TX 79938	79938	El Paso	31.782998	-106.201533	Single Family	4	2	1685	5663	2021		Active	278000	164.99	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.038Z	28			Elpaso														8/12/2026
12862-Hueco-Hill-Dr,-El-Paso,-TX-79938	12862 Hueco Hill Dr, El Paso, TX 79938	79938	El Paso	31.805837	-106.24422	Single Family	3	2	1694	5663	2011		Active	259900	153.42	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.037Z	26			Elpaso														8/12/2026
4716-Kiko-A-Fierro-Dr,-El-Paso,-TX-79938	4716 Kiko A Fierro Dr, El Paso, TX 79938	79938	El Paso	31.81803	-106.249375	Single Family	4	2	1324	4356	2012		Active	235000	177.49	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.036Z	27			Elpaso														8/12/2026
10481-Canyon-Sage-Dr,-El-Paso,-TX-79924	10481 Canyon Sage Dr, El Paso, TX 79924	79924	El Paso	31.920136	-106.380236	Single Family	3	2.5	1426	5227	2008		Active	214900	150.7	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.036Z	27			Elpaso														8/12/2026
929-Aqueduct-Ave,-El-Paso,-TX-79932	929 Aqueduct Ave, El Paso, TX 79932	79932	El Paso	31.86948	-106.62304	Single Family	3	3	1741	5663	2026	100	Active	349950	201.01	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.035Z	28			Elpaso														8/12/2026
1930-Concho-Ct,-El-Paso,-TX-79911	1930 Concho Ct, El Paso, TX 79911	79911	El Paso	31.896711	-106.56572	Single Family	4	2	2795	9583	2026	25	Active	739842	264.7	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.033Z	26			Elpaso														8/12/2026
508-Delancey-St,-El-Paso,-TX-79938	508 Delancey St, El Paso, TX 79938	79938	El Paso	31.823848	-106.24371	Single Family	5	2.5	2726	17424	2017		Active	370000	135.73	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.032Z	27			Elpaso														8/12/2026
12410-Amesbury-Ave,-El-Paso,-TX-79928	12410 Amesbury Ave, El Paso, TX 79928	79928	El Paso	31.745257	-106.260969	Single Family	4	3.5	2620	5227	2026		Active	421950	161.05	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.031Z	27			Elpaso														8/12/2026
12631-Mark-Twain-Ave,-El-Paso,-TX-79928	12631 Mark Twain Ave, El Paso, TX 79928	79928	El Paso	31.683122	-106.25342	Single Family	4	2	1860	5663	2017		Active	279950	150.51	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.031Z	26			Elpaso														8/12/2026
1505-Lost-Padre-Mine-Dr,-El-Paso,-TX-79902	1505 Lost Padre Mine Dr, El Paso, TX 79902	79902	El Paso	31.7816	-106.484827	Single Family	5	4.5	3248	13504	1970		Active	514900	158.53	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.030Z	27			Elpaso														8/12/2026
126867-Tbd-5-Acres,-El-Paso,-TX-79928	126867 Tbd 5 Acres, El Paso, TX 79928	79928	El Paso	31.61703	-106.124271	Land				219542			Active	40000		2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.030Z	26			Elpaso														8/12/2026
12330-Thren-Ave,-El-Paso,-TX-79928	12330 Thren Ave, El Paso, TX 79928	79928	El Paso	31.690112	-106.254237	Single Family	3	2	1724	5663	2014		Active	254950	147.88	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.029Z	27			Elpaso														8/12/2026
1988-Paseo-Colina-Pl,-El-Paso,-TX-79936	1988 Paseo Colina Pl, El Paso, TX 79936	79936	El Paso	31.769082	-106.272915	Single Family	4	2	4344	28314	1994		Active	785000	180.71	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.028Z	26			Elpaso														8/12/2026
15060-Conviction-Ave,-El-Paso,-TX-79938	15060 Conviction Ave, El Paso, TX 79938	79938	El Paso	31.812336	-106.198542	Single Family	3	2	1567	5227	2026		Active	319950	204.18	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.027Z	27			Elpaso														8/12/2026
7505-Eagle-Vista-Dr,-El-Paso,-TX-79911	7505 Eagle Vista Dr, El Paso, TX 79911	79911	El Paso	31.915673	-106.569636	Single Family	4	1	1698	5227	2016		Active	330000	194.35	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.026Z	27			Elpaso														8/12/2026
828-Lemington-St,-El-Paso,-TX-79928	828 Lemington St, El Paso, TX 79928	79928	El Paso	31.70672	-106.216435	Single Family	4	2.5	1946	4356	2018		Active	299950	154.14	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.021Z	27			Elpaso														8/12/2026
233-Rancho-Viejo-Dr,-El-Paso,-TX-79927	233 Rancho Viejo Dr, El Paso, TX 79927	79927	El Paso	31.616062	-106.247717	Single Family	4	3.5	2857	46609	2026		Active	720950	252.35	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.020Z	27			Elpaso														8/12/2026
3019-Fort-Blvd,-El-Paso,-TX-79930	3019 Fort Blvd, El Paso, TX 79930	79930	El Paso	31.806244	-106.458995	Single Family	3	2	1316	6534	1948		Active	248500	188.83	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.019Z	26			Elpaso														8/12/2026
7154-Seco-Palm-St,-El-Paso,-TX-79912	7154 Seco Palm St, El Paso, TX 79912	79912	El Paso	31.859832	-106.54728	Single Family	3	2	2088	6098	1999	60	Active	365000	174.81	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.018Z	27			Elpaso														8/12/2026
14252-Star-Cactus,-El-Paso,-TX-79928	14252 Star Cactus, El Paso, TX 79928	79928	El Paso	31.6518439	-106.1900736	Single Family	3	2	1376				Active	242400	176.16	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.017Z	26	View Homes - El Paso	Rancho Desierto Bello															8/12/2026
6120-Oleaster-Dr,-El-Paso,-TX-79932	6120 Oleaster Dr, El Paso, TX 79932	79932	El Paso	31.876294	-106.598617	Single Family	0	1		21780	2026		Active	564950		2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.016Z	27			Elpaso														8/12/2026
11050-Golden-Pond-Dr,-El-Paso,-TX-79934	11050 Golden Pond Dr, El Paso, TX 79934	79934	El Paso	31.931516	-106.403831	Single Family	3	2	1548	5663	1995		Active	235000	151.81	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.016Z	26			Elpaso														8/12/2026
11337-Ardelle-Ave,-El-Paso,-TX-79936	11337 Ardelle Ave, El Paso, TX 79936	79936	El Paso	31.788764	-106.299434	Single Family	4	2.5	4320	10890	2024		Active	799000	184.95	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.015Z	27			Elpaso														8/12/2026
504-Cotton-Blossom-Ave,-El-Paso,-TX-79922	504 Cotton Blossom Ave, El Paso, TX 79922	79922	El Paso	31.828112	-106.582381	Single Family	6	1.5	3360	14375	2018	150	Active	985000	293.15	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.015Z	27			Elpaso														8/12/2026
2028-Gus-Moran-St,-El-Paso,-TX-79936	2028 Gus Moran St, El Paso, TX 79936	79936	El Paso	31.771043	-106.291527	Single Family	3	1.5	2350	8276	1989		Active	395000	168.09	2026-07-15T00:00:00.000Z		2026-08-12T07:43:35.014Z	28			Elpaso														8/12/2026
12145-Sanaa-Dr,-El-Paso,-TX-79934	12145 Sanaa Dr, El Paso, TX 79934	79934	El Paso	31.959454	-106.353546	Single Family	4	2	1644	5227	2026		Active	299950	182.45	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.013Z	27			Elpaso														8/12/2026
6700-Escondido-Dr,-Apt-E9,-El-Paso,-TX-79912	6700 Escondido Dr, Apt E9, El Paso, TX 79912	79912	El Paso	31.843493	-106.54126	Condo	1	1	724	104980	1970	200	Active	149950	207.11	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.012Z	27			Elpaso														8/12/2026
7349-Enchanted-Point-Dr,-El-Paso,-TX-79911	7349 Enchanted Point Dr, El Paso, TX 79911	79911	El Paso	31.922764	-106.567285	Single Family	4	2.5	2198	8276	2023	50	Active	549000	249.77	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.012Z	26			Elpaso														8/12/2026
17425-Wagon-Wheel-Dr,-El-Paso,-TX-79938	17425 Wagon Wheel Dr, El Paso, TX 79938	79938	El Paso	31.905017	-106.06742	Manufactured	2	1	800	227383	2025		Active	375000	468.75	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.007Z	26			Elpaso														8/12/2026
12404-Paseo-Largo-Cir,-El-Paso,-TX-79928	12404 Paseo Largo Cir, El Paso, TX 79928	79928	El Paso	31.739247	-106.262938	Single Family	5	2.5	3419	8276	2003		Active	378950	110.84	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.006Z	27			Elpaso														8/12/2026
1516-Jerry-Pate-Pl,-El-Paso,-TX-79935	1516 Jerry Pate Pl, El Paso, TX 79935	79935	El Paso	31.75378	-106.320812	Single Family	5	3	2142	7405	1977		Active	299000	139.59	2026-07-17T00:00:00.000Z		2026-08-12T07:43:35.006Z	26			Elpaso														8/12/2026
7250-Longspur-Dr,-El-Paso,-TX-79911	7250 Longspur Dr, El Paso, TX 79911	79911	El Paso	31.880461	-106.554885	Single Family	4	3.5	3011	11326	2013	21	Active	579000	192.29	2026-07-16T00:00:00.000Z		2026-08-12T07:43:35.005Z	27			Elpaso														8/12/2026
9224-Reno-Ct,-El-Paso,-TX-79907	9224 Reno Ct, El Paso, TX 79907	79907	El Paso	31.683157	-106.325108	Single Family	2	1	1334	5663	1965		Active	135950	101.91	2026-07-17T00:00:00.000Z		2026-08-12T07:43:34.998Z	26			Elpaso														8/12/2026
3118-E-Yandell-Dr,-El-Paso,-TX-79903	3118 E Yandell Dr, El Paso, TX 79903	79903	El Paso	31.781419	-106.457591	Single Family	4	2	2485	6970	1916		Active	349999	140.84	2026-07-16T00:00:00.000Z		2026-08-12T07:43:34.997Z	27			Elpaso														8/12/2026
13221-Wellington-Dr,-El-Paso,-TX-79928	13221 Wellington Dr, El Paso, TX 79928	79928	El Paso	31.701424	-106.231002	Single Family	3	2.5	2021	4792	2013		Active	259900	128.6	2026-07-17T00:00:00.000Z		2026-08-12T07:43:34.997Z	26			Elpaso														8/12/2026
6517-La-Posta-Dr,-El-Paso,-TX-79912	6517 La Posta Dr, El Paso, TX 79912	79912	El Paso	31.858198	-106.538395	Land				109771			Active	650000		2026-07-17T00:00:00.000Z		2026-08-12T07:43:34.987Z	26			Elpaso														8/12/2026
2901-Lake-Michigan-Dr,-El-Paso,-TX-79936	2901 Lake Michigan Dr, El Paso, TX 79936	79936	El Paso	31.781287	-106.295916	Single Family	3	2.5	1657	5663	1989		Active	239900	144.78	2026-07-17T00:00:00.000Z		2026-08-12T06:52:30.202Z	26			Elpaso														8/12/2026
3016-Van-Buren-Ave,-El-Paso,-TX-79930	3016 Van Buren Ave, El Paso, TX 79930	79930	El Paso	31.812836	-106.459164	Single Family	3	1	2049	6534	1956		Active	265000	129.33	2026-07-17T00:00:00.000Z		2026-08-12T06:52:30.201Z	26			Elpaso														8/12/2026
